snp_chr,gene_id,minpos,maxpos,myid
11,ENSG00000149591,116703134,116703134,ENSG00000149591
20,ENSG00000149600,31331245,31331245,ENSG00000149600
20,ENSG00000149635,45173801,45173801,ENSG00000149635
11,ENSG00000149782,64018908,64018908,ENSG00000149782
11,ENSG00000149798,64972421,64972421,ENSG00000149798
12,ENSG00000150977,123911926,123911926,ENSG00000150977
3,ENSG00000151093,25831680,25831680,ENSG00000151093
10,ENSG00000151461,12085275,12085275,ENSG00000151461
4,ENSG00000151611,146538246,146540525,ENSG00000151611
2,ENSG00000151690,191399464,191399464,ENSG00000151690
4,ENSG00000151729,186316559,186316559,ENSG00000151729
10,ENSG00000151893,120514642,120514642,ENSG00000151893
12,ENSG00000151948,129342004,129342004,ENSG00000151948
11,ENSG00000152219,30344678,30344678,ENSG00000152219
2,ENSG00000152291,85555303,85555303,ENSG00000152291
2,ENSG00000152518,43635711,43635711,ENSG00000152518
13,ENSG00000152749,95254148,95254148,ENSG00000152749
16,ENSG00000153066,11836768,11837632,ENSG00000153066
2,ENSG00000153214,112812858,112812858,ENSG00000153214
5,ENSG00000153395,1489315,1503618,ENSG00000153395
2,ENSG00000153574,88927304,88991932,ENSG00000153574
6,ENSG00000153989,117923802,117923802,ENSG00000153989
14,ENSG00000154001,64184640,64184640,ENSG00000154001
3,ENSG00000154165,98282850,98282850,ENSG00000154165
8,ENSG00000154319,11341536,11396703,ENSG00000154319
1,ENSG00000154511,93426100,93426100,ENSG00000154511
21,ENSG00000154719,26979860,26979860,ENSG00000154719
3,ENSG00000154743,12525962,12525962,ENSG00000154743
18,ENSG00000154864,10878904,10878904,ENSG00000154864
17,ENSG00000154957,11900858,11900858,ENSG00000154957
8,ENSG00000155090,103664219,103664219,ENSG00000155090
9,ENSG00000155158,15277994,15299886,ENSG00000155158
21,ENSG00000155307,15944748,15944748,ENSG00000155307
5,ENSG00000155324,125696451,125782300,ENSG00000155324
5,ENSG00000155850,149340280,149340280,ENSG00000155850
8,ENSG00000156172,96281902,96281902,ENSG00000156172
14,ENSG00000156381,102783550,102783550,ENSG00000156381
10,ENSG00000156502,70715850,70715850,ENSG00000156502
11,ENSG00000156599,57425258,57425258,ENSG00000156599
1,ENSG00000156875,100512603,100512603,ENSG00000156875
7,ENSG00000157214,89841120,89841120,ENSG00000157214
7,ENSG00000157240,90892842,90892842,ENSG00000157240
7,ENSG00000157259,92076758,92076758,ENSG00000157259
21,ENSG00000157557,40178084,40178084,ENSG00000157557
21,ENSG00000157601,42798102,42798102,ENSG00000157601
21,ENSG00000157617,43374194,43375126,ENSG00000157617
1,ENSG00000157978,25876148,25876148,ENSG00000157978
2,ENSG00000157992,27579676,27579676,ENSG00000157992
3,ENSG00000158234,138553384,138553384,ENSG00000158234
1,ENSG00000158711,205600772,205600772,ENSG00000158711
1,ENSG00000158716,159750650,159750650,ENSG00000158716
1,ENSG00000159166,201374713,201374713,ENSG00000159166
21,ENSG00000159212,36047837,36047837,ENSG00000159212
1,ENSG00000159214,44457297,44460643,ENSG00000159214
1,ENSG00000159445,151882028,151882028,ENSG00000159445
19,ENSG00000159905,44455458,44455458,ENSG00000159905
19,ENSG00000159915,44764062,44764062,ENSG00000159915
1,ENSG00000160072,1310796,1310796,ENSG00000160072
19,ENSG00000160111,16940084,16999684,ENSG00000160111
19,ENSG00000160113,17326382,17393618,ENSG00000160113
21,ENSG00000160185,43820856,43820856,ENSG00000160185
21,ENSG00000160213,45079328,45079328,ENSG00000160213
21,ENSG00000160223,45668213,45668213,ENSG00000160223
9,ENSG00000160325,136325500,136325500,ENSG00000160325
19,ENSG00000160352,21264990,21264990,ENSG00000160352
9,ENSG00000160447,131592049,131592049,ENSG00000160447
1,ENSG00000160716,154600568,154600568,ENSG00000160716
8,ENSG00000160948,145653968,145653968,ENSG00000160948
3,ENSG00000161217,196019443,196019443,ENSG00000161217
17,ENSG00000161326,35849218,35850399,ENSG00000161326
17,ENSG00000161513,72869328,72869328,ENSG00000161513
3,ENSG00000162244,52029918,52029918,ENSG00000162244
3,ENSG00000162267,52833263,52833263,ENSG00000162267
1,ENSG00000162396,55230170,55230170,ENSG00000162396
1,ENSG00000162433,65613663,65613663,ENSG00000162433
1,ENSG00000162631,107678278,107678278,ENSG00000162631
1,ENSG00000162729,160163078,160163078,ENSG00000162729
1,ENSG00000162757,210001440,210001440,ENSG00000162757
1,ENSG00000162777,111762650,111762650,ENSG00000162777
1,ENSG00000162885,235667894,235677256,ENSG00000162885
2,ENSG00000162929,61404506,61404506,ENSG00000162929
1,ENSG00000162946,231762274,231762274,ENSG00000162946
1,ENSG00000163131,150536042,150536042,ENSG00000163131
4,ENSG00000163132,4861273,4861273,ENSG00000163132
1,ENSG00000163155,151254260,151254260,ENSG00000163155
2,ENSG00000163249,208492032,208492032,ENSG00000163249
2,ENSG00000163251,208492032,208492032,ENSG00000163251
1,ENSG00000163393,116524212,116524212,ENSG00000163393
3,ENSG00000163528,14166204,14166204,ENSG00000163528
3,ENSG00000163607,112709964,112709964,ENSG00000163607
3,ENSG00000163655,155589442,155589442,ENSG00000163655
3,ENSG00000163686,58223534,58223534,ENSG00000163686
3,ENSG00000163687,58200788,58292038,ENSG00000163687
4,ENSG00000163697,41211456,41211456,ENSG00000163697
3,ENSG00000163754,148709226,148709226,ENSG00000163754
3,ENSG00000163755,148966433,148966433,ENSG00000163755
2,ENSG00000163811,29118255,29118255,ENSG00000163811
3,ENSG00000163814,45185980,45185980,ENSG00000163814
3,ENSG00000163823,46249930,46249930,ENSG00000163823
3,ENSG00000163864,139396588,139396588,ENSG00000163864
1,ENSG00000163875,37979944,37980410,ENSG00000163875
3,ENSG00000163898,185265122,185270366,ENSG00000163898
3,ENSG00000163904,185303920,185303920,ENSG00000163904
3,ENSG00000163931,53289554,53289554,ENSG00000163931
4,ENSG00000163945,1340804,1340804,ENSG00000163945
3,ENSG00000163961,196230594,196230594,ENSG00000163961
4,ENSG00000164024,99916456,99916456,ENSG00000164024
4,ENSG00000164040,129732568,129732568,ENSG00000164040
3,ENSG00000164048,48282645,48282645,ENSG00000164048
3,ENSG00000164054,48342852,48342852,ENSG00000164054
3,ENSG00000164086,52278436,52278436,ENSG00000164086
4,ENSG00000164111,122617555,122618282,ENSG00000164111
5,ENSG00000164284,148725022,148725022,ENSG00000164284
5,ENSG00000164308,96204780,96258742,ENSG00000164308
4,ENSG00000164323,186272087,186272087,ENSG00000164323
6,ENSG00000164414,88182670,88182670,ENSG00000164414
6,ENSG00000164440,139609194,139612195,ENSG00000164440
5,ENSG00000164466,174898799,174898799,ENSG00000164466
5,ENSG00000164587,149829424,149829424,ENSG00000164587
7,ENSG00000164715,97736316,97736316,ENSG00000164715
8,ENSG00000164733,11718444,11718444,ENSG00000164733
7,ENSG00000164849,1084272,1084272,ENSG00000164849
8,ENSG00000164924,101963062,101963062,ENSG00000164924
9,ENSG00000164985,15510998,15510998,ENSG00000164985
9,ENSG00000164989,15552982,15552982,ENSG00000164989
9,ENSG00000165025,93556172,93556172,ENSG00000165025
9,ENSG00000165118,86571658,86595392,ENSG00000165118
9,ENSG00000165138,101553604,101553604,ENSG00000165138
9,ENSG00000165271,33473976,33473976,ENSG00000165271
10,ENSG00000165338,93169961,93169961,ENSG00000165338
9,ENSG00000165661,139137485,139137485,ENSG00000165661
9,ENSG00000165684,139294676,139334411,ENSG00000165684
10,ENSG00000165730,70287321,70287321,ENSG00000165730
14,ENSG00000165804,21572032,21572032,ENSG00000165804
5,ENSG00000165810,180470451,180470451,ENSG00000165810
10,ENSG00000165832,116697968,116697968,ENSG00000165832
10,ENSG00000165879,99078872,99078872,ENSG00000165879
14,ENSG00000165929,92339976,92339976,ENSG00000165929
10,ENSG00000165983,16478986,16478986,ENSG00000165983
10,ENSG00000165985,16478986,16561462,ENSG00000165985
10,ENSG00000165996,17649710,17649710,ENSG00000165996
11,ENSG00000166002,93276640,93276640,ENSG00000166002
16,ENSG00000166123,46918113,46918113,ENSG00000166123
10,ENSG00000166321,74856716,74856716,ENSG00000166321
18,ENSG00000166347,71959386,71959386,ENSG00000166347
18,ENSG00000166401,61637307,61637307,ENSG00000166401
11,ENSG00000166441,9336286,9336286,ENSG00000166441
11,ENSG00000166471,9336286,9336286,ENSG00000166471
18,ENSG00000166562,56807708,56809689,ENSG00000166562
17,ENSG00000166685,71187789,71189064,ENSG00000166685
11,ENSG00000166788,18127655,18127655,ENSG00000166788
12,ENSG00000166896,58335227,58335227,ENSG00000166896
20,ENSG00000166913,43514416,43514416,ENSG00000166913
22,ENSG00000167065,31063855,31063855,ENSG00000167065
22,ENSG00000167074,41940319,41940319,ENSG00000167074
9,ENSG00000167103,130693125,130693125,ENSG00000167103
9,ENSG00000167136,131580678,131644182,ENSG00000167136
15,ENSG00000167173,75287764,75287764,ENSG00000167173
15,ENSG00000167196,76196546,76196546,ENSG00000167196
18,ENSG00000167216,44497510,44497510,ENSG00000167216
18,ENSG00000167220,44676524,44676524,ENSG00000167220
12,ENSG00000167272,121021363,121021363,ENSG00000167272
17,ENSG00000167280,77078910,77078910,ENSG00000167280
17,ENSG00000167525,27038476,27038476,ENSG00000167525
19,ENSG00000167608,54676889,54676889,ENSG00000167608
17,ENSG00000167723,3461373,3461373,ENSG00000167723
19,ENSG00000167815,12904442,12904442,ENSG00000167815
11,ENSG00000168092,116703134,116703134,ENSG00000168092
6,ENSG00000168116,56820126,56820126,ENSG00000168116
1,ENSG00000168159,228353530,228353530,ENSG00000168159
3,ENSG00000168329,39419791,39419791,ENSG00000168329
16,ENSG00000168411,74330820,74330820,ENSG00000168411
18,ENSG00000168461,9710924,9710924,ENSG00000168461
8,ENSG00000168487,22022864,22022864,ENSG00000168487
17,ENSG00000168646,63560338,63563918,ENSG00000168646
5,ENSG00000168724,34928499,34930251,ENSG00000168724
1,ENSG00000168765,110198782,110198782,ENSG00000168765
12,ENSG00000168778,124155656,124155656,ENSG00000168778
3,ENSG00000168827,158362364,158362364,ENSG00000168827
2,ENSG00000168899,85766100,85766100,ENSG00000168899
4,ENSG00000169019,47465608,47465608,ENSG00000169019
4,ENSG00000169026,671930,671930,ENSG00000169026
5,ENSG00000169131,178157754,178157754,ENSG00000169131
7,ENSG00000169193,23634986,23634986,ENSG00000169193
5,ENSG00000169252,148205984,148205984,ENSG00000169252
4,ENSG00000169299,37828221,37828221,ENSG00000169299
1,ENSG00000169403,28417909,28417909,ENSG00000169403
5,ENSG00000169570,118324120,118324120,ENSG00000169570
15,ENSG00000169857,34330818,34394262,ENSG00000169857
5,ENSG00000170231,159772532,159772532,ENSG00000170231
2,ENSG00000170264,62081278,62081278,ENSG00000170264
3,ENSG00000170364,4345144,4345144,ENSG00000170364
8,ENSG00000170631,146176210,146176210,ENSG00000170631
22,ENSG00000170638,50629128,50629128,ENSG00000170638
6,ENSG00000170915,52226958,52255017,ENSG00000170915
8,ENSG00000171033,79428431,79428431,ENSG00000171033
3,ENSG00000171121,178865020,178865020,ENSG00000171121
7,ENSG00000171130,149568904,149571174,ENSG00000171130
20,ENSG00000171222,34542406,34542406,ENSG00000171222
17,ENSG00000171298,78075308,78075308,ENSG00000171298
4,ENSG00000171497,160091291,160091291,ENSG00000171497
5,ENSG00000171522,40486726,40486726,ENSG00000171522
1,ENSG00000171612,9599582,9599582,ENSG00000171612
1,ENSG00000171680,6685251,6685251,ENSG00000171680
1,ENSG00000171790,41707078,41707664,ENSG00000171790
1,ENSG00000171806,169764038,169764038,ENSG00000171806
9,ENSG00000171843,20623282,20623282,ENSG00000171843
20,ENSG00000171858,60957959,60957959,ENSG00000171858
19,ENSG00000172006,2819859,2819859,ENSG00000172006
4,ENSG00000172007,140376649,140376649,ENSG00000172007
3,ENSG00000172113,48342852,48342852,ENSG00000172113
17,ENSG00000172123,33759702,33760266,ENSG00000172123
3,ENSG00000172215,46120502,46120502,ENSG00000172215
5,ENSG00000172239,43515268,43557102,ENSG00000172239
17,ENSG00000172301,30186264,30186264,ENSG00000172301
22,ENSG00000172346,41799960,41801758,ENSG00000172346
15,ENSG00000172575,38983100,38983100,ENSG00000172575
10,ENSG00000172671,45956682,45965808,ENSG00000172671
11,ENSG00000172803,65769990,65769990,ENSG00000172803
2,ENSG00000172954,30670075,30670075,ENSG00000172954
17,ENSG00000172992,43128853,43128853,ENSG00000172992
7,ENSG00000173041,64023474,64023474,ENSG00000173041
10,ENSG00000173145,96122642,96122642,ENSG00000173145
12,ENSG00000173208,40015350,40015350,ENSG00000173208
8,ENSG00000173530,23019550,23019550,ENSG00000173530
8,ENSG00000173535,22941869,22941869,ENSG00000173535
11,ENSG00000173599,67275960,67275960,ENSG00000173599
11,ENSG00000173621,66623802,66623802,ENSG00000173621
4,ENSG00000174123,38784628,38784628,ENSG00000174123
1,ENSG00000174151,110036768,110036768,ENSG00000174151
3,ENSG00000174173,101280686,101280686,ENSG00000174173
12,ENSG00000174206,64173844,64173844,ENSG00000174206
17,ENSG00000174326,7036149,7036149,ENSG00000174326
19,ENSG00000174652,9542331,9542331,ENSG00000174652
11,ENSG00000175567,73694227,73694227,ENSG00000175567
11,ENSG00000175581,73499049,73499049,ENSG00000175581
1,ENSG00000175984,115212688,115212688,ENSG00000175984
18,ENSG00000176014,12309866,12309866,ENSG00000176014
2,ENSG00000176407,85199139,85199139,ENSG00000176407
19,ENSG00000176472,44123706,44123706,ENSG00000176472
19,ENSG00000176531,44008518,44031356,ENSG00000176531
8,ENSG00000176623,87520762,87520762,ENSG00000176623
16,ENSG00000176715,89164145,89164145,ENSG00000176715
17,ENSG00000176845,81039214,81039214,ENSG00000176845
17,ENSG00000176974,18266874,18266874,ENSG00000176974
17,ENSG00000177370,260016,260016,ENSG00000177370
18,ENSG00000177426,3594237,3594237,ENSG00000177426
5,ENSG00000177453,43313664,43313664,ENSG00000177453
8,ENSG00000177570,119634453,119634453,ENSG00000177570
11,ENSG00000178202,108093572,108095279,ENSG00000178202
5,ENSG00000178338,178286928,178286928,ENSG00000178338
7,ENSG00000178381,1199908,1210716,ENSG00000178381
6,ENSG00000178425,116422396,116422396,ENSG00000178425
12,ENSG00000179104,83080527,83082156,ENSG00000179104
1,ENSG00000179163,24192240,24192240,ENSG00000179163
6,ENSG00000179344,32589466,32636291,ENSG00000179344
17,ENSG00000179598,17109784,17109784,ENSG00000179598
17,ENSG00000179604,71307260,71307260,ENSG00000179604
22,ENSG00000179750,39389681,39389681,ENSG00000179750
16,ENSG00000179918,30471704,30471704,ENSG00000179918
3,ENSG00000180611,192611018,192616804,ENSG00000180611
10,ENSG00000180817,71993324,71993324,ENSG00000180817
19,ENSG00000181007,36869983,36869983,ENSG00000181007
19,ENSG00000181035,19164820,19249359,ENSG00000181035
10,ENSG00000181192,12085275,12085275,ENSG00000181192
17,ENSG00000181350,16342240,16342240,ENSG00000181350
3,ENSG00000181458,100211384,100211384,ENSG00000181458
1,ENSG00000182004,203830896,203830896,ENSG00000182004
21,ENSG00000182093,40747599,40747599,ENSG00000182093
16,ENSG00000182108,11043499,11043499,ENSG00000182108
10,ENSG00000182771,88123077,88123077,ENSG00000182771
16,ENSG00000182831,9185276,9185276,ENSG00000182831
11,ENSG00000182919,93517392,93517392,ENSG00000182919
3,ENSG00000182923,133931933,134027396,ENSG00000182923
22,ENSG00000183066,42394754,42394754,ENSG00000183066
22,ENSG00000183172,42470660,42475809,ENSG00000183172
11,ENSG00000183562,3013858,3071199,ENSG00000183562
1,ENSG00000183615,32715826,32715826,ENSG00000183615
10,ENSG00000183621,31320786,31328127,ENSG00000183621
3,ENSG00000183624,129035100,129035100,ENSG00000183624
8,ENSG00000183665,125462822,125486884,ENSG00000183665
22,ENSG00000184117,29977203,29977203,ENSG00000184117
4,ENSG00000184178,54232244,54232244,ENSG00000184178
3,ENSG00000184220,99536648,99536648,ENSG00000184220
12,ENSG00000184293,9800844,9888381,ENSG00000184293
16,ENSG00000184517,75182495,75182495,ENSG00000184517
16,ENSG00000184860,82045144,82045144,ENSG00000184860
2,ENSG00000184898,152118028,152118028,ENSG00000184898
5,ENSG00000185028,190725,190725,ENSG00000185028
1,ENSG00000185155,226315302,226315302,ENSG00000185155
8,ENSG00000185189,144976836,144976836,ENSG00000185189
16,ENSG00000185324,89632660,89632660,ENSG00000185324
17,ENSG00000185504,79520202,79520202,ENSG00000185504
12,ENSG00000185591,53773825,53775822,ENSG00000185591
22,ENSG00000185608,19419983,19467039,ENSG00000185608
17,ENSG00000185862,29636718,29636718,ENSG00000185862
10,ENSG00000185933,105231159,105231159,ENSG00000185933
9,ENSG00000185963,95526321,95526321,ENSG00000185963
19,ENSG00000186026,44576281,44576281,ENSG00000186026
11,ENSG00000186104,14912990,14912990,ENSG00000186104
19,ENSG00000186111,3626952,3626952,ENSG00000186111
9,ENSG00000186130,125675414,125675414,ENSG00000186130
16,ENSG00000186153,78132194,78132194,ENSG00000186153
19,ENSG00000186230,57946767,57946767,ENSG00000186230
5,ENSG00000186468,81569051,81574274,ENSG00000186468
17,ENSG00000186566,42425951,42425951,ENSG00000186566
14,ENSG00000186648,24527678,24527678,ENSG00000186648
17,ENSG00000187624,260016,266172,ENSG00000187624
13,ENSG00000187676,31774333,31774333,ENSG00000187676
6,ENSG00000187987,28411250,28411250,ENSG00000187987
7,ENSG00000188186,99746493,99746493,ENSG00000188186
2,ENSG00000188542,241500166,241506010,ENSG00000188542
2,ENSG00000189223,113837850,113932936,ENSG00000189223
6,ENSG00000189367,127587866,127587866,ENSG00000189367
6,ENSG00000196126,32557597,32653608,ENSG00000196126
14,ENSG00000196405,100842758,100842758,ENSG00000196405
7,ENSG00000196584,152373270,152373270,ENSG00000196584
3,ENSG00000196653,44552171,44552171,ENSG00000196653
6,ENSG00000196735,32589466,32636291,ENSG00000196735
3,ENSG00000196776,107844579,107844579,ENSG00000196776
20,ENSG00000196839,43275032,43275032,ENSG00000196839
7,ENSG00000196937,121036194,121036194,ENSG00000196937
5,ENSG00000197043,150535151,150535151,ENSG00000197043
19,ENSG00000197124,20150221,20150221,ENSG00000197124
1,ENSG00000197147,89990614,89990614,ENSG00000197147
15,ENSG00000197361,63888126,63888126,ENSG00000197361
10,ENSG00000197444,50887582,50970446,ENSG00000197444
1,ENSG00000197472,247171374,247171374,ENSG00000197472
5,ENSG00000197822,68338816,68338816,ENSG00000197822
19,ENSG00000197857,12404814,12404814,ENSG00000197857
9,ENSG00000197859,136398321,136398321,ENSG00000197859
3,ENSG00000197980,156534812,156534812,ENSG00000197980
20,ENSG00000198185,45142246,45142246,ENSG00000198185
10,ENSG00000198246,73078978,73078978,ENSG00000198246
14,ENSG00000198252,53196813,53196813,ENSG00000198252
2,ENSG00000198380,69614280,69614280,ENSG00000198380
16,ENSG00000198417,56677577,56677577,ENSG00000198417
12,ENSG00000198431,105478278,105478278,ENSG00000198431
4,ENSG00000198498,164415768,164415768,ENSG00000198498
14,ENSG00000198732,70503592,70503592,ENSG00000198732
1,ENSG00000198793,11322711,11322711,ENSG00000198793
13,ENSG00000198824,115079992,115079992,ENSG00000198824
17,ENSG00000198933,45772550,45772550,ENSG00000198933
22,ENSG00000198951,42467060,42470660,ENSG00000198951
10,ENSG00000198954,70748675,70748675,ENSG00000198954
6,ENSG00000203875,86353744,86353744,ENSG00000203875
1,ENSG00000203995,53308442,53308442,ENSG00000203995
6,ENSG00000204110,37471118,37471118,ENSG00000204110
2,ENSG00000204262,190306102,190306102,ENSG00000204262
6,ENSG00000204525,31239931,31241249,ENSG00000204525
6,ENSG00000204632,30081028,30081028,ENSG00000204632
2,ENSG00000204822,74692497,74710090,ENSG00000204822
12,ENSG00000204852,111180792,111180792,ENSG00000204852
7,ENSG00000205060,133977968,133977968,ENSG00000205060
17,ENSG00000205309,17208880,17208880,ENSG00000205309
9,ENSG00000205808,4662296,4662296,ENSG00000205808
13,ENSG00000205863,24473874,24473874,ENSG00000205863
3,ENSG00000206530,113251606,113251606,ENSG00000206530
12,ENSG00000211455,27167408,27167408,ENSG00000211455
10,ENSG00000212743,6390209,6390209,ENSG00000212743
1,ENSG00000212916,232941288,232941288,ENSG00000212916
1,ENSG00000213064,168195083,168195083,ENSG00000213064
17,ENSG00000213246,56417000,56417000,ENSG00000213246
6,ENSG00000213588,32922463,32922463,ENSG00000213588
3,ENSG00000213672,48723246,48723246,ENSG00000213672
14,ENSG00000213983,24032114,24032114,ENSG00000213983
7,ENSG00000214106,154720146,154720146,ENSG00000214106
7,ENSG00000214253,100888346,100893844,ENSG00000214253
11,ENSG00000214872,57315458,57315458,ENSG00000214872
8,ENSG00000215114,59323866,59323866,ENSG00000215114
6,ENSG00000215712,157745192,157745192,ENSG00000215712
18,ENSG00000221887,61637307,61637834,ENSG00000221887
21,ENSG00000222018,35975494,35975494,ENSG00000222018
10,ENSG00000222047,75668962,75668962,ENSG00000222047
1,ENSG00000225828,32671270,32671270,ENSG00000225828
18,ENSG00000226742,77905830,77905830,ENSG00000226742
6,ENSG00000231389,32997885,33048515,ENSG00000231389
7,ENSG00000232956,45039859,45039859,ENSG00000232956
19,ENSG00000233527,37064218,37064218,ENSG00000233527
8,ENSG00000235531,72917484,72917484,ENSG00000235531
22,ENSG00000235568,42833652,42833652,ENSG00000235568
10,ENSG00000241058,18948210,18948210,ENSG00000241058
5,ENSG00000242110,34008078,34008078,ENSG00000242110
7,ENSG00000243317,135194872,135194872,ENSG00000243317
1,ENSG00000244038,21619936,21619936,ENSG00000244038
5,ENSG00000245317,179285764,179285764,ENSG00000245317
19,ENSG00000249471,58962965,58962965,ENSG00000249471
1,ENSG00000253304,29213460,29213460,ENSG00000253304
11,ENSG00000254997,71274721,71274721,ENSG00000254997
3,ENSG00000254999,10362818,10362818,ENSG00000254999
8,ENSG00000255046,11660162,11660162,ENSG00000255046
4,ENSG00000256043,156874742,156874742,ENSG00000256043
7,ENSG00000257093,141438140,141438140,ENSG00000257093
14,ENSG00000258572,95970586,95982539,ENSG00000258572
14,ENSG00000258920,89882572,89892486,ENSG00000258920
2,ENSG00000003402,201754056,201754056,ENSG00000003402.1
2,ENSG00000003402,201828181,201828181,ENSG00000003402.2
2,ENSG00000003402,202098206,202098206,ENSG00000003402.3
1,ENSG00000014914,149969883,149969883,ENSG00000014914.1
1,ENSG00000014914,150138372,150138372,ENSG00000014914.2
1,ENSG00000026751,160682712,160682712,ENSG00000026751.1
1,ENSG00000026751,160800522,160800522,ENSG00000026751.2
6,ENSG00000050393,13814720,13814720,ENSG00000050393.1
6,ENSG00000050393,14118011,14118011,ENSG00000050393.2
17,ENSG00000070444,1588224,1588224,ENSG00000070444.1
17,ENSG00000070444,2296148,2296148,ENSG00000070444.2
17,ENSG00000072818,7240392,7240392,ENSG00000072818.1
17,ENSG00000072818,7387730,7387730,ENSG00000072818.2
19,ENSG00000076650,33572096,33572096,ENSG00000076650.1
19,ENSG00000076650,33864539,33864539,ENSG00000076650.2
6,ENSG00000079691,25279454,25279454,ENSG00000079691.1
6,ENSG00000079691,25405303,25405303,ENSG00000079691.2
5,ENSG00000081791,141071809,141071809,ENSG00000081791.1
5,ENSG00000081791,141293913,141293913,ENSG00000081791.2
17,ENSG00000087157,76117532,76117532,ENSG00000087157.1
17,ENSG00000087157,76382298,76382298,ENSG00000087157.2
22,ENSG00000100147,42095500,42095500,ENSG00000100147.1
22,ENSG00000100147,42196630,42196630,ENSG00000100147.2
14,ENSG00000100504,51411145,51411145,ENSG00000100504.1
14,ENSG00000100504,51670188,51670188,ENSG00000100504.2
20,ENSG00000100994,25388282,25388282,ENSG00000100994.1
20,ENSG00000100994,25677416,25677416,ENSG00000100994.2
20,ENSG00000101052,42219476,42219476,ENSG00000101052.1
20,ENSG00000101052,42718776,42718776,ENSG00000101052.2
18,ENSG00000101665,46303622,46303622,ENSG00000101665.1
18,ENSG00000101665,46478192,46478192,ENSG00000101665.2
15,ENSG00000103657,64126141,64126141,ENSG00000103657.1
15,ENSG00000103657,64302334,64302334,ENSG00000103657.2
19,ENSG00000105672,36139132,36139132,ENSG00000105672.1
19,ENSG00000105672,36486079,36486079,ENSG00000105672.2
19,ENSG00000105771,44079778,44079778,ENSG00000105771.1
19,ENSG00000105771,44258922,44258922,ENSG00000105771.2
19,ENSG00000105771,44269652,44269652,ENSG00000105771.3
7,ENSG00000105963,1100358,1100358,ENSG00000105963.1
7,ENSG00000105963,1105573,1105573,ENSG00000105963.2
7,ENSG00000105963,994303,994303,ENSG00000105963.3
7,ENSG00000106153,56019568,56019568,ENSG00000106153.1
7,ENSG00000106153,56174222,56174222,ENSG00000106153.2
7,ENSG00000106302,123264821,123264821,ENSG00000106302.1
7,ENSG00000106302,123432715,123432715,ENSG00000106302.2
4,ENSG00000109390,139936672,139936672,ENSG00000109390.1
4,ENSG00000109390,140223376,140223376,ENSG00000109390.2
11,ENSG00000110723,108093572,108093572,ENSG00000110723.1
11,ENSG00000110723,108095279,108095279,ENSG00000110723.2
11,ENSG00000110723,108463768,108463768,ENSG00000110723.3
1,ENSG00000116260,179851952,179851952,ENSG00000116260.1
1,ENSG00000116260,180123770,180123770,ENSG00000116260.2
1,ENSG00000116771,15911250,15911250,ENSG00000116771.1
1,ENSG00000116771,16023608,16023608,ENSG00000116771.2
7,ENSG00000117868,158488991,158488991,ENSG00000117868.1
7,ENSG00000117868,158622226,158622226,ENSG00000117868.2
9,ENSG00000120162,27276610,27276610,ENSG00000120162.1
9,ENSG00000120162,27525234,27525234,ENSG00000120162.2
13,ENSG00000120696,41768699,41768699,ENSG00000120696.1
13,ENSG00000120696,41927330,41927330,ENSG00000120696.2
13,ENSG00000122033,27998815,27998815,ENSG00000122033.1
13,ENSG00000122033,28712313,28712313,ENSG00000122033.2
6,ENSG00000124557,26330604,26330604,ENSG00000124557.1
6,ENSG00000124557,26464455,26464455,ENSG00000124557.2
4,ENSG00000128039,56212645,56212645,ENSG00000128039.1
4,ENSG00000128039,56412158,56412158,ENSG00000128039.2
7,ENSG00000128604,128579827,128579827,ENSG00000128604.1
7,ENSG00000128604,128580716,128580716,ENSG00000128604.2
7,ENSG00000128604,128784580,128784580,ENSG00000128604.3
9,ENSG00000130560,138853331,138853331,ENSG00000130560.1
9,ENSG00000130560,139010518,139010518,ENSG00000130560.2
11,ENSG00000134809,57113306,57113306,ENSG00000134809.1
11,ENSG00000134809,57247996,57247996,ENSG00000134809.2
11,ENSG00000134809,57435254,57435254,ENSG00000134809.3
22,ENSG00000138964,44351312,44351312,ENSG00000138964.1
22,ENSG00000138964,44577176,44577176,ENSG00000138964.2
14,ENSG00000140104,105338478,105338478,ENSG00000140104.1
14,ENSG00000140104,105452088,105452088,ENSG00000140104.2
14,ENSG00000140104,105493732,105493732,ENSG00000140104.3
17,ENSG00000141510,7487212,7487212,ENSG00000141510.1
17,ENSG00000141510,7589413,7589413,ENSG00000141510.2
1,ENSG00000143499,214454986,214454986,ENSG00000143499.1
1,ENSG00000143499,214776480,214776480,ENSG00000143499.2
2,ENSG00000144485,239140370,239140370,ENSG00000144485.1
2,ENSG00000144485,239335600,239335600,ENSG00000144485.2
6,ENSG00000146409,132819878,132819878,ENSG00000146409.1
6,ENSG00000146409,133119592,133119592,ENSG00000146409.2
4,ENSG00000150627,176987074,176987074,ENSG00000150627.1
4,ENSG00000150627,177116848,177116848,ENSG00000150627.2
4,ENSG00000151725,185203662,185203662,ENSG00000151725.1
4,ENSG00000151725,185655386,185655386,ENSG00000151725.2
12,ENSG00000152944,27175479,27175479,ENSG00000152944.1
12,ENSG00000152944,27397214,27397214,ENSG00000152944.2
3,ENSG00000153560,33138648,33138648,ENSG00000153560.1
3,ENSG00000153560,33482141,33482141,ENSG00000153560.2
17,ENSG00000153933,54912336,54912336,ENSG00000153933.1
17,ENSG00000153933,55162631,55162631,ENSG00000153933.2
